fold,epoch,tr_loss,tr_auc,vl_loss,vl_auc,time_s
4,1,0.007230512311307258,0.6910105552321121,0.0055070214860020025,0.8724147799885521,181.09806370735168
4,2,0.005892357348410254,0.7748173537095693,0.005622755253762961,0.8285051893398037,160.61810898780823
4,3,0.005463507430638589,0.8127322224627613,0.004836405248999069,0.8731734711877341,161.04425930976868
4,4,0.005353565901464162,0.8240892381610945,0.005293829751726939,0.8512434255762633,162.4337911605835
4,5,0.005260241796895449,0.8382359184754394,0.004832968599043033,0.8588672371400492,162.62205052375793
4,6,0.004985939092401298,0.865118604489862,0.005563750277290126,0.8584406420885518,161.47863626480103
4,7,0.004755013078843696,0.8841307381726544,0.004771567230785867,0.885047933443972,161.72312140464783
4,8,0.004504780113784266,0.8987417057776339,0.004775087755441748,0.873580266468909,161.05448079109192
4,9,0.004207443131366667,0.9131236824350597,0.0049286816493827185,0.8897566788225257,162.69147396087646
4,10,0.003935146846862278,0.9288311583221762,0.004974728104480416,0.8862602193814553,163.38351726531982
4,11,0.003674960596969459,0.9391524602602448,0.005640750418989175,0.8930614404872904,162.1913321018219
4,12,0.0034559617605307027,0.9483440454997341,0.006064748440102779,0.8893336837292687,159.6885461807251
4,13,0.002946282724362376,0.9647866254153679,0.005856131584423666,0.888726190776187,161.21330523490906
4,14,0.002692954535346821,0.9723279835555285,0.0072016047866695415,0.8777139185185452,160.9518849849701
4,15,0.0023391261671770443,0.9790416534428511,0.007182941020692433,0.8868821121674989,160.94378781318665
4,16,0.0021069596794382767,0.9825813974017568,0.007265355411271928,0.884549339227665,161.58675336837769
